name,sqm,year_built,Price(EGP),Price/Sqm,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,LowFloor,MidFloor,FloorNumber,BuildingNumber,UnitNumber,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_0,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_0,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Cairo,city_Mansoura,city_Mersa Matruh,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,governorate_Alexandria,governorate_Cairo,governorate_Dakahlia,governorate_Matrouh,propertyCategory_Commercial,propertyCategory_Residential,propertySubType_Apartment (Residential - Multi-Story Units),propertySubType_Office,propertySubType_Others(very rare),propertySubType_Residential - Attached Houses,propertySubType_Retail,Is sqm outlier,Is Price/Sqm outlier,Is Price(EGP) outlier,Is BuildingNumber outlier,Is FloorNumber outlier,Is UnitNumber outlier,log(sqm),log(price),log(price/sqm)
Alamain (Latin District),211.07,2025,7542000,35732.2215,1,1,0,0,1,0,0,1,4,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3521898320125265,15.835997956800439,10.483808123727849
Jade Park,224.0,2025,8171000,36477.6786,1,0,1,1,0,0,1,0,2,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.4116460518550396,15.916101858366844,10.504455807295063
New Garden City,166.0,2025,7361000,44343.3735,1,1,1,0,0,0,0,1,5,645,64552,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.111987788356544,15.811706351040844,10.69971856282015
Downtown commercial,173.0,2025,15713000,90826.5896,1,1,0,0,1,0,1,0,0,14,1406,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.153291594497779,16.56999895317227,11.416707358725404
Zahya,410.0,2024,10851000,26465.8537,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.199767799602345,10.183610641470667
Mamsha Avenue,171.0,2025,5987000,35011.6959,1,1,0,0,1,0,1,0,1,21,21,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.14166355650266,15.60510100990749,10.463437453221097
Al Fustat,151.2,2025,3900000,25793.6508,1,1,0,1,0,0,0,1,3,8,8,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.018603463745433,15.176487111099874,10.157883647600595
Central,179.3,2025,35273000,196726.1573,1,1,0,1,0,0,0,1,4,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.189060380611087,17.37862835671805,12.189567976217244
Zahya,319.0,2025,11324000,35498.4326,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.765191102784844,16.242434925213928,10.477243822376098
Central,223.46,2025,38442000,172030.7885,1,1,0,1,0,0,1,0,2,10,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.409232427119192,17.464661169849215,12.055428742683459
Latin City,193.0,2022,7495000,38834.1969,1,1,0,0,1,0,1,0,0,6,628,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.262690188904886,15.829746689518835,10.567056500840767
Latin City,204.0,2022,11043000,54132.3529,0,1,0,1,1,0,1,0,0,3,304201,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.318119993844216,16.21730730102927,10.89918730642439
Central,153.99,2025,32158000,208831.7423,1,1,0,1,0,0,0,1,3,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.036887665240322,17.286171811286493,12.249284145945948
Mazarine Apartment,252.0,2025,12955000,51408.7302,1,1,0,0,0,0,0,1,3,13,1331,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.376992371978346,10.847563285269702
Beachfront Tower - B1,398.0,2025,53406000,134185.9296,0,0,0,0,1,0,0,1,7,1,1074,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,False,False,5.986452005284438,17.793433657169125,11.806981651525176
Alamain (Latin District),109.27,2025,3718000,34025.8076,1,1,0,0,1,0,0,1,4,15,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.693821883582654,15.128696447263527,10.434874562726597
Latin City,207.0,2022,9216000,44521.7391,1,1,0,0,1,0,1,0,0,6,617,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.332718793265369,16.03645166191781,10.703732867968847
Alamain (Latin District),208.69,2025,7385000,35387.4167,1,1,0,0,1,1,0,0,37,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,True,False,5.3408498972667395,15.814961473947617,10.474111575478847
Latin City,235.0,2025,12221000,52004.2553,0,1,0,0,1,0,1,0,1,3,303104,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.459585514144159,16.318666341420137,10.85908082690776
Latin City,193.0,2022,7306000,37854.9223,1,1,0,0,1,0,1,0,0,6,629,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.262690188904886,15.804206486337366,10.541516297966288
Alamain (Latin District),92.86,2025,6164000,66379.496,1,1,0,0,1,0,0,1,7,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.634236475422144,11.103143492596754
Latin City,207.0,2022,6774000,32724.6377,1,1,0,0,1,0,1,0,1,6,631102,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,15.728602312359854,10.395883519670216
Alamain (Latin District),195.83,2025,6265000,31992.0339,1,1,0,0,1,0,1,0,1,4,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.277246935928745,15.650489146312307,10.373242210166003
Latin City,232.0,2022,12065000,52004.3103,0,1,0,1,1,0,1,0,0,3,304704,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.44673737166631,16.305819257041268,10.859081884512962
Jade Park,227.0,2025,8118000,35762.1145,1,0,1,1,0,0,0,1,5,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.424950017481403,15.90959437638098,10.484644357852522
Alamain (Latin District),123.98,2025,2631000,21221.1647,1,1,0,0,1,0,1,0,1,1,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.8201202622737735,14.78287456002243,9.962754297560895
Mazarine Apartment,252.92,2022,26122000,103281.6701,0,1,0,1,1,1,0,0,26,7,72,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,True,False,True,False,5.533073233190413,17.078288429119603,11.545215195993965
BEGONIA,151.0,2025,8770000,58079.4702,0,1,0,0,1,0,0,1,5,4,454,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.017279836814924,15.986847364348366,10.969567527556247
Zahya,350.8,2025,10651000,30362.0296,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.860216260498028,16.1811643424253,10.320948080395024
Latin City,200.0,2025,10597000,52985.0,0,1,0,0,1,0,0,1,4,3,306402,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.298317366548036,16.17608150015697,10.877764133608936
Jade Park,328.0,2025,11728000,35756.0976,1,0,1,1,0,0,0,1,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.793013608384144,16.27748970310857,10.48447609581583
Zahya,300.0,2024,9787000,32623.3333,1,1,0,1,0,0,1,0,0,224,224,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,True,False,False,5.703782474656201,16.096565532407958,10.392783056729991
Beachfront Tower - B1,398.0,2025,65606000,164839.196,0,0,0,0,1,0,0,1,5,1,1051,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,False,False,5.986452005284438,17.999177713146427,12.01272570798393
Alamain (Latin District),239.22,2025,5762000,24086.6148,1,1,0,0,1,0,1,0,2,12,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.477383630621318,15.56679519462661,10.089411562696025
Latin City,222.0,2022,8470000,38153.1532,0,1,0,1,1,0,0,1,3,6,615102,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.402677381872279,15.952041066628237,10.54936368598382
Central,216.52,2025,40937000,189067.9845,1,1,0,1,0,0,1,0,2,10,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.377682921928777,17.527544857544697,12.149861935712167
Mazarine Commercial,168.0,2025,16994000,101154.7619,1,1,0,0,1,0,1,0,1,6,612,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.123963979403259,16.648370898545625,11.52440691909529
Alamain (Latin District),236.22,2025,7556000,31987.1306,1,1,0,0,1,0,1,0,1,4,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.464763574183701,15.837852507603538,10.373088932140323
Mazarine Apartment,266.3,2022,17262000,64821.6297,1,1,0,1,1,0,0,1,3,17,171,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.584623492819887,16.66401811176174,11.079394618310987
PODIA,48.5,2025,14349000,295855.6701,0,1,1,0,1,0,1,0,0,7,47,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.8815637979434374,16.479190811330543,12.597627013376652
Alamain (Latin District),71.27,2025,4070000,57106.777,1,1,0,0,1,0,0,1,7,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.266475481513779,15.219153557418778,10.952678075116301
Latin City,207.0,2022,11340000,54782.6087,0,1,0,1,1,0,1,0,0,417,417201,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.332718793265369,16.24384685626388,10.911128063077877
Latin City,135.0,2022,8456000,62637.037,0,1,0,1,1,0,1,0,0,3,304,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.90527477843843,15.95038680653221,11.045112027502485
Alamain (Latin District),239.22,2025,6041000,25252.9053,1,1,0,0,1,0,0,1,3,12,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.477383630621318,15.614080119120878,10.13669648947059
Alamain (Latin District),66.88,2025,1603000,23968.3014,1,1,0,0,1,0,0,1,7,6,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.202899968776446,14.28738743159169,10.084487461338014
Alamain (Latin District),92.86,2025,6344000,68317.8979,1,1,0,0,1,0,0,1,7,7,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.663020042296822,11.13192705954647
New Garden City,172.0,2025,7007000,40738.3721,1,1,0,0,0,0,1,0,0,722,722,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,5.147494476813453,15.76242020735267,10.614925730710475
Alamain (Latin District),92.86,2025,7030000,75705.3629,1,1,0,0,1,0,1,0,1,7,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.765697263786848,11.234604281037747
Mazarine Apartment,252.0,2025,13760000,54603.1746,1,1,0,0,0,0,1,0,1,13,1311,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.43727639046947,10.907847302899908
New Garden City,366.0,2025,15017000,41030.0546,1,1,0,0,0,0,0,1,6,883,88362,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.902633333401366,16.52469345066242,10.622060116168957
Alamain (Latin District),211.07,2025,7542000,35732.2215,1,1,0,0,1,0,0,1,3,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3521898320125265,15.835997956800439,10.483808123727849
Alamain (Latin District),214.43,2025,11523000,53737.8165,1,1,0,0,1,0,1,0,2,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.367983344781139,16.25985559599615,10.891872250528992
Latin City,135.0,2025,7955000,58925.9259,0,0,0,0,1,0,1,0,1,402,402108,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,4.90527477843843,15.889311219754024,10.98403644087562
Alamain (Latin District),121.69,2025,3995000,32829.3204,1,1,0,0,1,0,1,0,2,21,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.801476827348709,15.200554137182513,10.399077309702639
AlMaqsad Park,152.0,2025,4623000,30414.4737,1,1,0,0,1,0,1,0,0,13,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.0238805208462765,15.346554402970362,10.32267388264323
Mazarine Apartment,252.0,2022,13399000,53170.6349,0,1,0,1,1,0,0,1,5,85,8531,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.529429087511423,16.410690635270743,10.881261547371233
Latin City,207.0,2025,9211000,44497.5845,0,1,0,0,1,0,0,1,3,423,423301,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.332718793265369,16.035908979970372,10.703190185782194
Latin City,248.0,2025,13389000,53987.9032,0,1,0,0,1,0,1,0,1,424,424104,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.5134287461649825,16.409944032279515,10.89651528563653
Jade Park,235.0,2025,8489000,36123.4043,1,0,1,1,0,0,0,1,7,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.459585514144159,15.954281765720104,10.49469625281284
Mazarine Apartment,247.0,2022,12911000,52271.2551,0,1,0,1,1,0,0,1,5,85,8522,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.5093883366279774,16.373590219156856,10.864201883280176
Latin City,205.0,2025,11379000,55507.3171,1,0,1,1,0,0,1,0,2,3,306210,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.3230099791384085,16.247280109339144,10.924270130684084
Latin City,198.0,2022,8450000,42676.7677,1,1,0,1,1,0,1,0,0,6,661206,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.288267030694535,15.949676999333356,10.6614099691832
Alamain (Latin District),209.64,2025,10745000,51254.5316,1,1,0,0,1,0,1,0,2,3,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.345391773933965,16.18995108805875,10.844559314555122
Central,176.52,2025,29487000,167046.2271,1,1,0,1,0,0,0,1,4,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.173434184401347,17.199460046216878,12.02602586207639
Latin City,223.0,2022,7277000,32632.287,1,1,0,1,1,0,1,0,0,6,661702,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.407171771460119,15.800229247329224,10.393057476006524
Mazarine Apartment,251.0,2022,12947000,51581.6733,0,1,0,1,1,0,0,1,5,32,3211,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5254529391317835,16.376374659040785,10.850921719777697
Mazarine Apartment,231.0,2022,13238000,57307.3593,1,1,0,1,1,0,0,1,5,35,3541,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.442417710521793,16.398602039661004,10.956184329010794
Latin City,200.0,2022,7310000,36550.0,1,1,0,0,1,1,0,0,12,6,620,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,True,False,5.298317366548036,15.80475383172596,10.506436465177925
Zahya,504.0,2024,11667000,23148.8095,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.222576268071369,16.272274901805993,10.049698632706084
Central,176.52,2025,33384000,189123.0455,1,1,0,1,0,0,0,1,3,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.173434184401347,17.323587301253525,12.15015311660236
Mazarine Apartment,252.0,2025,11104000,44063.4921,1,1,0,0,0,0,1,0,0,15,1502,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.222815961728724,10.69338687504583
Jade Park,319.0,2025,9608000,30119.1223,1,0,1,1,0,1,0,0,8,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.765191102784844,16.078106642741957,10.312915541383006
Central,231.14,2025,45884000,198511.7245,1,1,0,1,0,0,1,0,2,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.443023587547295,17.641627030383294,12.19860344285627
Latin City,207.0,2022,11340000,54782.6087,0,1,0,1,1,0,0,1,6,417,417301,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.332718793265369,16.24384685626388,10.911128063077877
Mazarine Apartment,233.34,2022,16169000,69293.7345,0,1,0,1,1,0,1,0,0,7,72,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.452496617395711,16.59860638672195,11.14610976983524
AlMaqsad Park,157.0,2025,5010000,31910.828,1,1,0,0,1,0,1,0,1,12,1212,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.056245805348308,15.426946473061047,10.370700666914336
Alamain (Latin District),92.86,2025,4190000,45121.6886,1,1,0,0,1,0,1,0,1,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.24821129189832,10.717118310117046
Central,183.34,2025,36140000,197120.1047,1,1,0,1,0,0,0,1,5,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.21134235253363,17.402910843128357,12.19156849047569
Latin City,233.0,2022,8286000,35562.2318,1,1,0,0,1,0,1,0,0,6,630204,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.4510384535657,15.930077901619484,10.479039449188228
Alamain (Latin District),233.56,2025,8345000,35729.577,1,1,0,0,1,0,1,0,2,2,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.453439003415337,15.937173115078073,10.483734112156444
Downtown Extension,251.0,2022,7639000,30434.2629,1,1,0,1,1,0,1,0,1,11,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5254529391317835,15.848777262523496,10.323324321807736
Zahya,410.0,2024,10612000,25882.9268,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.177495994239766,10.16133883341062
Zahya,407.0,2024,12168000,29896.8059,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.008813185442595,16.314320112921266,10.305506927585508
Mazarine Apartment,252.0,2025,17768000,70507.9365,1,1,0,0,0,0,0,1,6,32,32,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.6929096445564,11.163480556932415
Jade Park,380.0,2025,15084000,39694.7368,1,0,1,1,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.940171252720432,16.529145137360384,10.588973883579227
Alamain (Latin District),245.21,2025,7624000,31091.7173,1,1,0,0,1,0,1,0,2,6,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.502114986264709,15.846811724316176,10.344696737937747
Maspero Business Tower Nile Heights,176.0,2023,11395000,64744.3182,1,1,0,0,1,1,0,0,8,8,801,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.170483995038151,16.248685220661923,11.078201225904595
AlMaqsad Park,153.0,2025,4790000,31307.1895,1,1,0,0,1,0,1,0,1,14,1413,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.030437921392435,15.382040969387099,10.351603046637669
Beachfront Tower - B1,398.0,2025,52908000,132934.6734,0,0,0,0,1,0,0,1,3,1,1033,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,False,False,5.986452005284438,17.784065114128076,11.797613109093128
Latin City,202.0,2025,8841000,43767.3267,0,1,0,0,1,0,0,1,4,401,401410,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.308267697401205,15.994910550387942,10.686642852240215
Mazarine Apartment,257.0,2022,13590000,52879.3774,1,1,0,1,1,0,0,1,3,31,3132,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.54907608489522,16.424844786127327,10.875768700628722
Latin City,181.0,2022,10048000,55513.8122,0,1,0,1,1,0,0,1,7,3,307,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.198497031265826,16.122884167690117,10.924387137240375
Latin City,231.0,2022,7914000,34259.7403,1,1,0,0,1,0,0,1,4,6,630303,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.442417710521793,15.884143900927507,10.441726191580846
